Date,City,Country,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
2024-08-11,Cairo,Egypt,268,85.0,33.8,21.7,6.3,1.4,66.6,19.7,54,4.1
2024-08-12,New York,USA,252,200.4,284.0,60.7,18.3,4.06,42.7,-6.1,78,13.7
2024-08-12,Los Angeles,USA,145,238.5,169.0,15.4,18.5,3.95,192.0,13.7,62,9.0
2024-08-12,Delhi,India,175,160.2,12.6,77.4,22.4,9.47,160.9,32.2,65,9.7
2024-08-12,Paris,France,156,28.7,160.5,64.1,14.9,3.11,112.7,33.5,63,11.4
2024-08-12,São Paulo,Brazil,91,103.0,233.3,19.2,22.9,2.51,131.3,31.1,31,1.2
2024-08-12,Cairo,Egypt,278,116.9,177.7,96.3,27.7,0.35,183.0,8.3,88,10.1
2024-08-13,New York,USA,177,81.1,190.6,48.4,9.4,8.94,80.7,6.2,33,8.6
2024-08-13,Los Angeles,USA,84,135.5,92.3,43.6,35.5,1.09,92.7,14.0,79,14.1
2024-08-13,Delhi,India,285,207.3,121.3,14.8,29.4,0.25,86.0,39.3,65,11.1
2024-08-13,Paris,France,233,29.7,19.9,72.9,43.4,1.34,174.0,16.8,72,2.6
2024-08-13,São Paulo,Brazil,185,38.7,122.8,94.0,48.9,9.09,97.6,17.0,34,8.0
2024-08-13,Cairo,Egypt,76,95.2,59.7,10.8,33.4,2.74,179.3,3.9,19,8.3
2024-08-14,New York,USA,218,188.4,245.2,13.1,10.9,2.49,109.4,33.2,77,1.6
2024-08-14,Los Angeles,USA,55,68.0,164.4,76.2,41.0,4.62,138.7,35.4,52,14.3
2024-08-14,Delhi,India,299,235.6,128.1,49.0,30.1,7.77,132.2,21.4,42,11.5
2024-08-14,Paris,France,254,175.6,208.8,92.3,18.0,4.72,121.4,13.5,86,6.5
2024-08-14,São Paulo,Brazil,229,173.4,223.6,89.3,35.9,9.24,127.7,14.6,62,4.7
2024-08-14,Cairo,Egypt,47,120.5,281.6,18.2,32.3,9.65,12.5,38.8,36,10.2
2024-08-15,New York,USA,200,15.4,123.2,95.4,7.3,8.52,44.9,19.3,51,9.7
2024-08-15,Los Angeles,USA,299,50.1,58.6,30.4,25.3,3.55,140.9,-8.3,89,9.7
2024-08-15,Delhi,India,219,151.9,249.0,39.8,33.0,7.33,13.1,29.6,23,3.1
2024-08-15,Paris,France,131,166.3,23.6,58.9,34.8,5.65,173.5,14.9,78,9.7
2024-08-15,São Paulo,Brazil,187,134.8,143.1,85.3,21.0,1.01,87.1,-0.9,84,6.5
2024-08-15,Cairo,Egypt,244,92.4,149.1,88.0,35.2,2.24,70.5,20.9,12,10.9
2024-08-16,New York,USA,53,106.9,179.6,18.7,26.5,9.3,167.7,22.5,61,2.1
2024-08-16,Los Angeles,USA,35,198.7,133.9,28.9,34.8,5.83,120.5,1.1,42,1.8
2024-08-16,Delhi,India,174,52.2,142.2,37.4,27.1,9.46,45.5,21.6,82,8.2
2024-08-16,Paris,France,115,23.6,70.8,93.9,43.9,3.35,36.5,3.7,19,0.8
2024-08-16,São Paulo,Brazil,208,20.5,76.6,46.2,34.2,5.61,150.0,12.1,77,9.1
2024-08-16,Cairo,Egypt,112,87.5,146.7,50.2,14.8,2.7,174.9,16.3,84,0.7
2024-08-17,New York,USA,221,163.1,206.3,34.4,47.9,6.51,187.0,12.8,10,13.1
2024-08-17,Los Angeles,USA,158,97.1,18.5,63.6,5.8,5.01,185.8,27.0,37,8.3
2024-08-17,Delhi,India,45,81.3,274.7,79.6,13.8,5.72,139.0,33.5,78,3.2
2024-08-17,Paris,France,263,95.1,283.6,36.7,38.8,4.96,118.8,-7.3,76,12.8
2024-08-17,São Paulo,Brazil,285,243.0,60.1,78.7,36.0,0.88,34.7,12.9,27,9.6
2024-08-17,Cairo,Egypt,250,48.7,105.9,92.2,4.7,4.3,190.4,38.8,87,1.8
2024-08-18,New York,USA,79,119.2,82.0,95.2,6.5,2.69,173.2,-5.6,83,3.9
2024-08-18,Los Angeles,USA,294,144.2,33.9,26.4,44.1,0.99,152.4,1.7,71,13.4
2024-08-18,Delhi,India,44,57.5,96.1,5.1,28.2,4.42,150.6,12.9,46,6.8
2024-08-18,Paris,France,165,67.5,270.7,7.7,6.6,1.09,48.8,-9.3,68,9.8
2024-08-18,São Paulo,Brazil,198,169.6,270.0,38.4,4.6,4.26,158.7,6.8,19,1.4
2024-08-18,Cairo,Egypt,273,196.1,205.7,51.7,32.0,8.66,14.5,0.9,63,7.0
2024-08-19,New York,USA,128,10.7,141.5,62.7,6.1,2.4,188.6,18.6,34,11.3
2024-08-19,Los Angeles,USA,97,20.3,235.8,90.3,45.6,6.63,141.2,36.2,15,6.7
2024-08-19,Delhi,India,103,130.4,151.2,73.3,35.1,7.9,169.3,34.7,60,3.6
2024-08-19,Paris,France,65,138.9,15.8,73.0,3.2,4.91,63.1,21.9,73,1.7
2024-08-19,São Paulo,Brazil,292,148.8,55.5,27.3,12.1,8.83,67.5,31.7,89,7.9
2024-08-19,Cairo,Egypt,209,204.7,265.7,33.2,11.4,0.84,188.2,21.0,61,4.7
2024-08-20,New York,USA,121,244.4,253.7,7.9,17.6,2.59,145.3,27.7,69,3.4
2024-08-20,Los Angeles,USA,83,168.8,263.9,48.8,26.2,2.9,167.7,-4.4,31,10.9
2024-08-20,Delhi,India,236,141.9,299.1,52.1,18.9,2.31,80.7,12.3,79,11.7
2024-08-20,Paris,France,254,23.8,178.4,48.6,36.4,4.45,25.3,-7.0,37,9.0
2024-08-20,São Paulo,Brazil,94,65.0,246.4,23.9,31.6,9.48,68.7,15.2,63,11.3
2024-08-20,Cairo,Egypt,201,201.4,118.5,23.7,49.7,2.84,194.4,29.8,39,9.7
2024-08-21,New York,USA,250,41.2,46.0,8.0,37.8,6.09,69.4,9.8,67,5.0
2024-08-21,Los Angeles,USA,77,173.4,51.9,12.9,48.7,6.53,141.2,-1.8,26,7.8
2024-08-21,Delhi,India,47,18.1,217.4,45.9,9.0,3.71,196.6,-6.2,85,4.7
2024-08-21,Paris,France,67,224.0,54.2,65.8,36.4,2.97,89.5,2.5,65,12.7
2024-08-21,São Paulo,Brazil,92,115.0,222.8,14.3,43.3,7.14,176.8,7.2,50,3.6
2024-08-21,Cairo,Egypt,40,104.3,94.8,71.4,12.8,9.27,64.1,-8.7,52,9.5
2024-08-22,New York,USA,96,57.1,146.7,59.9,42.1,9.92,187.3,-6.4,60,3.2
2024-08-22,Los Angeles,USA,86,192.6,57.8,47.0,39.4,9.8,42.9,31.1,34,9.3
2024-08-22,Delhi,India,276,116.4,74.1,41.5,22.2,4.83,57.5,1.1,51,12.5
2024-08-22,Paris,France,287,89.4,39.4,89.7,18.3,1.79,57.1,-0.2,45,10.6
2024-08-22,São Paulo,Brazil,262,240.3,296.2,78.4,12.6,0.18,192.7,-6.4,84,4.5
2024-08-22,Cairo,Egypt,289,30.0,122.9,35.1,33.1,6.34,121.5,14.8,54,12.7
2024-08-23,New York,USA,221,223.3,209.9,57.3,4.0,9.67,132.4,-8.0,77,15.0
2024-08-23,Los Angeles,USA,223,110.2,76.0,37.8,30.4,6.01,53.9,12.5,55,4.4
2024-08-23,Delhi,India,223,110.6,138.3,31.1,31.4,6.46,54.0,13.4,56,10.2
2024-08-23,Paris,France,95,167.8,239.5,42.4,34.4,5.6,135.1,7.0,77,9.2
2024-08-23,São Paulo,Brazil,76,75.9,51.4,80.7,30.6,4.69,28.4,13.6,12,4.1
2024-08-23,Cairo,Egypt,96,11.8,227.9,31.7,3.0,2.69,111.2,37.2,48,10.1
2024-08-24,New York,USA,148,154.6,33.5,40.4,15.3,2.08,57.4,-6.1,45,7.3
2024-08-24,Los Angeles,USA,260,156.2,49.0,91.9,10.8,3.52,167.8,28.8,66,5.7
2024-08-24,Delhi,India,61,70.8,266.3,54.9,24.7,8.99,88.8,0.0,82,1.9
2024-08-24,Paris,France,169,189.0,111.1,42.8,41.3,4.09,118.3,12.7,36,3.9
2024-08-24,São Paulo,Brazil,126,247.1,190.6,49.2,37.9,4.56,69.4,-9.7,72,14.9
2024-08-24,Cairo,Egypt,155,169.5,222.2,58.0,27.9,5.37,119.4,39.4,38,6.4
2024-08-25,New York,USA,174,245.2,223.4,69.0,41.9,9.02,59.1,6.1,26,6.0
2024-08-25,Los Angeles,USA,297,103.9,159.8,19.4,15.1,2.79,17.3,-4.1,28,7.4
2024-08-25,Delhi,India,217,102.1,23.5,35.6,19.1,0.83,95.1,-8.8,67,5.1
2024-08-25,Paris,France,295,206.9,55.3,72.9,22.6,8.2,42.4,1.5,16,7.5
2024-08-25,São Paulo,Brazil,298,123.9,250.5,41.2,4.9,2.03,171.0,33.3,54,9.4
2024-08-25,Cairo,Egypt,165,148.4,61.8,38.7,19.7,8.41,99.2,33.4,33,12.3
2024-08-26,New York,USA,115,44.3,263.8,14.2,8.1,9.25,57.8,8.9,39,8.8
2024-08-26,Los Angeles,USA,250,121.8,256.1,23.7,17.4,5.39,159.9,26.0,51,3.3
2024-08-26,Delhi,India,254,148.2,158.3,11.3,17.8,1.54,103.8,-7.1,33,6.1
2024-08-26,Paris,France,62,84.1,142.6,97.0,16.0,1.93,103.9,37.8,85,14.2
2024-08-26,São Paulo,Brazil,213,165.2,146.1,95.8,4.7,7.65,83.1,11.8,42,11.5
2024-08-26,Cairo,Egypt,130,17.8,66.4,25.3,13.8,3.51,177.2,3.8,70,7.3
2024-08-27,New York,USA,166,140.7,174.3,78.6,5.2,1.26,23.3,-4.0,22,2.3
2024-08-27,Los Angeles,USA,168,137.3,39.6,44.1,13.3,8.83,152.1,8.2,31,5.4
2024-08-27,Delhi,India,77,49.0,294.1,49.3,38.7,7.99,103.6,36.7,70,12.1
2024-08-27,Paris,France,136,206.4,228.0,96.9,2.2,3.48,26.7,24.1,14,6.5
2024-08-27,São Paulo,Brazil,220,188.7,79.1,20.8,15.1,3.76,173.6,8.0,51,9.2
2024-08-27,Cairo,Egypt,76,163.2,73.5,99.7,23.3,2.48,43.1,-6.6,66,7.9
2024-08-28,New York,USA,250,181.3,248.1,36.8,6.7,6.24,74.5,39.5,29,13.5
2024-08-28,Los Angeles,USA,126,108.0,181.6,44.2,37.3,8.25,146.9,8.6,38,6.6
2024-08-28,Delhi,India,49,207.5,212.5,30.7,34.7,2.26,179.8,19.8,18,12.8
2024-08-28,Paris,France,66,19.7,204.4,91.1,45.2,6.26,59.4,-1.3,73,12.2
2024-08-28,São Paulo,Brazil,204,236.6,118.5,45.8,11.2,2.84,138.9,30.8,84,10.3
2024-08-28,Cairo,Egypt,186,198.8,110.4,70.8,4.4,7.73,193.9,10.5,52,10.2
2024-08-29,New York,USA,164,170.0,25.7,70.7,15.1,2.89,138.3,-8.4,82,4.5
2024-08-29,Los Angeles,USA,83,131.3,127.6,63.3,42.0,8.9,77.1,24.6,33,1.4
2024-08-29,Delhi,India,161,36.4,19.4,40.8,42.0,1.95,34.8,31.3,41,11.9
2024-08-29,Paris,France,59,145.0,63.8,22.4,48.4,3.48,16.0,33.2,35,7.3
2024-08-29,São Paulo,Brazil,43,96.8,99.2,50.1,22.8,4.3,48.0,32.5,74,14.1
2024-08-29,Cairo,Egypt,242,157.3,28.3,59.0,18.5,8.11,97.7,29.1,20,12.8
2024-08-30,New York,USA,285,178.5,251.2,67.1,4.0,3.41,131.5,1.2,35,9.1
2024-08-30,Los Angeles,USA,91,68.9,112.4,47.8,25.0,1.85,63.5,0.7,20,13.6
2024-08-30,Delhi,India,85,45.4,229.6,37.1,9.8,8.68,144.6,2.2,88,3.1
2024-08-30,Paris,France,224,78.3,172.2,41.9,41.4,4.27,46.0,10.5,86,6.1
2024-08-30,São Paulo,Brazil,100,97.1,246.5,76.3,16.4,7.36,185.7,22.9,33,3.5
2024-08-30,Cairo,Egypt,255,227.0,149.8,17.8,13.8,1.71,117.4,36.9,21,14.3
2024-08-31,New York,USA,83,76.8,275.1,75.5,46.2,7.97,105.7,1.7,33,6.3
2024-08-31,Los Angeles,USA,155,209.8,242.8,94.3,13.7,4.87,195.1,3.1,80,7.0
2024-08-31,Delhi,India,260,54.8,222.3,76.8,28.4,5.04,72.4,34.2,32,7.6
2024-08-31,Paris,France,177,42.0,226.6,88.0,19.7,0.27,171.7,28.9,85,13.9
2024-08-31,São Paulo,Brazil,65,143.8,135.7,28.5,7.1,9.68,54.7,23.3,23,1.5
2024-08-31,Cairo,Egypt,57,237.5,30.5,52.5,12.9,3.19,43.9,31.7,63,7.8
2024-09-01,New York,USA,89,22.0,247.0,15.1,14.9,1.0,155.2,13.0,51,13.4
2024-09-01,Los Angeles,USA,210,126.2,167.3,72.4,22.1,1.21,185.4,20.1,65,4.4
2024-09-01,Delhi,India,152,148.1,154.5,79.7,46.3,8.98,24.0,1.2,65,13.4
2024-09-01,Paris,France,62,240.2,297.3,12.7,13.0,8.4,200.0,26.1,42,8.3
2024-09-01,São Paulo,Brazil,94,77.2,77.7,15.7,22.7,2.13,78.3,9.0,55,8.6
2024-09-01,Cairo,Egypt,43,209.5,144.6,73.5,21.9,7.16,41.6,4.7,29,11.7
2024-09-02,New York,USA,82,173.1,155.2,36.2,42.5,5.32,173.2,6.9,44,7.9
2024-09-02,Los Angeles,USA,40,213.6,227.6,97.2,2.7,2.8,113.8,9.2,76,2.0
2024-09-02,Delhi,India,274,237.1,118.2,94.8,9.8,5.46,174.5,-3.8,25,11.1
2024-09-02,Paris,France,289,28.5,192.4,69.1,39.9,1.15,23.5,32.6,48,6.2
2024-09-02,São Paulo,Brazil,40,117.4,122.8,30.7,36.8,9.16,36.4,22.3,19,11.2
2024-09-02,Cairo,Egypt,224,72.4,102.8,19.0,5.5,8.36,114.5,37.6,70,5.5
2024-09-03,New York,USA,71,198.7,213.9,70.2,5.8,7.14,177.6,16.6,26,13.2
2024-09-03,Los Angeles,USA,168,81.7,95.0,86.7,20.6,2.57,107.8,32.4,56,13.7
2024-09-03,Delhi,India,150,221.2,217.4,41.4,36.5,0.7,152.2,0.9,12,1.5
2024-09-03,Paris,France,53,94.2,57.0,27.4,13.1,8.31,155.4,19.0,58,12.9
2024-09-03,São Paulo,Brazil,203,174.4,193.2,25.4,46.4,8.44,109.4,-3.9,19,14.5
2024-09-03,Cairo,Egypt,255,216.7,101.9,26.0,24.9,8.74,184.9,-0.4,84,8.6
2024-09-04,New York,USA,124,78.3,173.8,35.5,41.3,8.77,93.4,37.6,80,12.2
2024-09-04,Los Angeles,USA,191,174.5,247.3,88.2,21.8,8.8,188.4,23.8,60,8.7
2024-09-04,Delhi,India,260,162.9,243.4,56.9,32.2,2.98,105.3,-4.2,76,10.0
2024-09-04,Paris,France,174,136.3,298.0,26.5,48.7,7.32,42.2,4.2,49,4.5
2024-09-04,São Paulo,Brazil,33,221.9,101.9,46.4,19.5,8.88,185.9,32.5,20,6.9
2024-09-04,Cairo,Egypt,294,135.9,209.0,50.5,34.2,1.78,26.2,26.4,72,13.3
2024-09-05,New York,USA,199,47.1,106.8,79.7,32.7,3.39,58.9,35.7,29,13.5
2024-09-05,Los Angeles,USA,127,108.0,292.6,67.3,5.7,5.27,99.3,23.5,60,5.5
2024-09-05,Delhi,India,61,164.6,111.5,27.7,48.8,4.69,186.7,31.5,87,7.0
2024-09-05,Paris,France,135,47.9,223.0,80.9,22.0,0.73,37.2,17.6,40,14.5
2024-09-05,São Paulo,Brazil,208,235.2,110.0,30.6,46.1,7.04,53.8,17.6,87,3.9
2024-09-05,Cairo,Egypt,33,71.9,278.7,10.3,36.3,3.85,110.7,31.9,20,2.1
2024-09-06,New York,USA,178,42.2,282.7,8.9,29.6,0.75,181.6,34.7,80,7.4
2024-09-06,Los Angeles,USA,238,240.5,88.0,84.7,14.2,2.12,182.4,13.1,25,7.8
2024-09-06,Delhi,India,144,90.1,218.3,77.3,42.3,1.59,127.4,28.8,32,3.7
2024-09-06,Paris,France,165,188.3,258.3,22.0,46.0,9.59,72.4,15.6,33,9.9
2024-09-06,São Paulo,Brazil,49,28.5,120.8,6.0,39.3,2.83,45.0,4.6,84,2.9
2024-09-06,Cairo,Egypt,277,186.1,207.6,61.3,6.6,0.31,117.9,38.5,68,2.7
2024-09-07,New York,USA,55,144.7,102.8,48.6,3.4,5.48,167.7,26.4,65,4.6
2024-09-07,Los Angeles,USA,220,99.9,236.5,87.5,11.7,6.7,155.0,23.3,42,9.7
2024-09-07,Delhi,India,66,189.1,218.3,28.6,9.3,1.84,73.0,10.7,54,5.8
2024-09-07,Paris,France,296,25.5,103.7,33.9,49.1,4.13,126.5,-1.3,53,14.8
2024-09-07,São Paulo,Brazil,199,232.2,231.4,35.5,15.6,8.68,137.6,26.2,85,8.2
2024-09-07,Cairo,Egypt,213,191.4,34.7,26.1,8.2,0.96,198.8,18.0,80,3.6
2024-09-08,New York,USA,168,55.8,107.8,18.6,30.6,3.32,108.0,21.1,45,5.9
2024-09-08,Los Angeles,USA,123,121.9,182.2,44.4,13.6,5.4,184.5,-8.7,60,3.6
2024-09-08,Delhi,India,207,34.9,277.8,78.3,8.4,9.98,118.5,19.0,71,11.9
2024-09-08,Paris,France,238,206.4,149.7,96.1,45.3,9.27,185.4,32.0,31,9.0
2024-09-08,São Paulo,Brazil,249,120.4,62.2,71.8,23.7,2.37,104.8,26.7,89,1.0
2024-09-08,Cairo,Egypt,200,13.6,141.9,52.4,19.3,7.75,25.9,-6.6,46,4.9
2024-09-09,New York,USA,186,103.0,159.0,35.4,43.8,1.96,43.0,31.3,75,12.8
2024-09-09,Los Angeles,USA,142,174.2,293.2,67.4,4.8,8.95,159.3,3.7,34,7.2
2024-09-09,Delhi,India,84,18.8,104.3,57.1,39.2,8.87,68.5,29.8,86,5.0
2024-09-09,Paris,France,179,81.3,285.5,60.3,26.6,4.73,119.0,29.4,24,1.7
2024-09-09,São Paulo,Brazil,206,44.9,12.5,37.2,11.5,6.98,109.8,-0.3,30,8.3
2024-09-09,Cairo,Egypt,287,167.2,117.3,21.3,7.4,4.03,61.9,22.4,18,12.8
2024-09-10,New York,USA,36,204.6,100.7,50.2,27.3,5.38,22.8,22.5,24,7.5
2024-09-10,Los Angeles,USA,258,234.8,18.3,38.1,30.6,4.74,182.4,10.7,74,13.9
2024-09-10,Delhi,India,242,179.2,121.9,10.1,39.5,8.12,122.0,-0.2,65,2.2
2024-09-10,Paris,France,44,64.2,165.9,45.5,18.7,6.77,198.9,-7.0,52,14.6
2024-09-10,São Paulo,Brazil,59,181.0,293.3,35.9,14.9,2.43,71.8,31.8,25,6.9
2024-09-10,Cairo,Egypt,267,136.0,298.2,51.5,39.9,9.46,12.4,13.7,79,3.4
2024-09-11,New York,USA,286,9.3,230.2,23.4,2.1,6.6,164.9,8.6,12,8.2
2024-09-11,Los Angeles,USA,231,132.1,256.6,40.2,38.8,2.97,141.2,35.6,20,3.2
2024-09-11,Delhi,India,289,95.9,49.9,49.1,47.8,5.58,170.1,3.1,52,9.1
2024-09-11,Paris,France,106,125.3,99.7,92.3,2.2,9.62,64.8,3.2,80,9.2
2024-09-11,São Paulo,Brazil,189,181.0,162.1,18.8,45.9,3.16,25.9,35.0,70,13.4
2024-09-11,Cairo,Egypt,126,210.8,266.0,37.0,38.5,5.99,39.2,33.3,72,7.2
2024-09-12,New York,USA,39,214.6,123.1,46.8,42.2,7.65,46.1,8.5,77,7.6
2024-09-12,Los Angeles,USA,234,169.6,212.2,58.4,5.8,2.94,113.5,33.8,37,14.5
2024-09-12,Delhi,India,63,34.0,79.1,71.2,24.0,3.6,78.7,-5.5,22,0.6
2024-09-12,Paris,France,118,50.8,185.3,52.2,33.7,9.3,193.3,24.2,85,3.2
2024-09-12,São Paulo,Brazil,51,154.2,122.1,74.4,38.8,4.13,16.9,11.1,64,6.5
2024-09-12,Cairo,Egypt,204,230.9,123.8,82.1,44.9,3.05,27.8,-1.6,23,7.1
2024-09-13,New York,USA,177,230.5,152.0,62.1,40.5,2.85,175.5,24.6,86,12.4
2024-09-13,Los Angeles,USA,165,39.8,272.6,13.9,33.6,8.94,29.4,28.8,64,14.3
2024-09-13,Delhi,India,155,67.8,141.2,64.3,44.4,7.94,104.8,23.3,68,8.1
2024-09-13,Paris,France,60,74.4,260.7,82.4,36.9,1.54,98.1,22.6,16,7.8
2024-09-13,São Paulo,Brazil,202,132.8,223.8,7.9,11.2,8.12,19.4,18.3,18,14.9
2024-09-13,Cairo,Egypt,30,242.0,19.9,48.6,21.0,2.83,116.2,28.9,17,9.9
2024-09-14,New York,USA,115,101.0,73.9,93.1,31.9,4.25,161.0,2.6,77,2.7
2024-09-14,Los Angeles,USA,151,193.4,158.7,67.3,8.7,9.83,142.0,-0.6,84,12.0
2024-09-14,Delhi,India,212,159.5,207.6,62.1,2.3,1.76,97.0,33.5,52,8.4
2024-09-14,Paris,France,248,149.3,14.5,66.0,35.9,5.72,198.6,32.6,82,8.8
2024-09-14,São Paulo,Brazil,290,38.0,211.1,33.6,40.1,8.78,48.1,6.4,24,12.8
2024-09-14,Cairo,Egypt,103,137.2,142.3,9.2,3.9,6.06,175.2,-2.0,46,14.6
2024-09-15,New York,USA,49,105.9,38.7,28.8,32.1,5.44,153.5,10.3,39,4.6
2024-09-15,Los Angeles,USA,107,14.4,145.1,79.2,22.8,4.01,187.0,6.4,67,9.0
2024-09-15,Delhi,India,88,26.0,64.2,59.7,44.7,9.64,78.3,23.2,76,3.6
2024-09-15,Paris,France,93,28.0,257.8,92.8,31.8,0.49,54.1,30.2,35,14.4
2024-09-15,São Paulo,Brazil,271,183.5,134.2,43.6,2.1,6.44,117.4,2.8,27,9.9
2024-09-15,Cairo,Egypt,227,160.5,114.2,39.9,25.3,6.13,175.8,7.8,74,1.8
2024-09-16,New York,USA,204,42.1,55.2,73.2,38.8,6.58,29.9,19.4,28,2.5
2024-09-16,Los Angeles,USA,157,205.0,257.9,24.9,16.3,1.27,67.3,35.0,14,12.8
2024-09-16,Delhi,India,71,54.1,32.1,7.9,41.5,7.4,131.2,28.6,37,5.4
2024-09-16,Paris,France,117,135.9,239.2,70.9,48.3,7.76,156.2,-4.4,20,1.2
2024-09-16,São Paulo,Brazil,145,20.7,212.3,5.9,33.7,8.68,166.3,-2.6,80,2.2
2024-09-16,Cairo,Egypt,166,249.9,60.0,70.1,10.8,2.69,189.0,35.4,44,2.1
2024-09-17,New York,USA,83,41.1,269.0,73.4,13.7,3.69,55.1,31.3,16,3.9
2024-09-17,Los Angeles,USA,208,191.5,217.8,41.3,4.7,2.02,16.5,31.2,51,5.8
2024-09-17,Delhi,India,294,185.9,117.5,70.0,42.4,5.79,49.7,28.8,27,14.9
2024-09-17,Paris,France,228,212.9,91.8,33.8,9.2,0.93,134.2,8.8,31,4.5
2024-09-17,São Paulo,Brazil,79,73.5,41.2,77.6,16.0,1.48,40.2,25.1,51,7.0
2024-09-17,Cairo,Egypt,251,66.3,138.1,27.1,13.7,8.42,85.9,33.2,64,11.3
2024-09-18,New York,USA,66,69.9,285.3,82.9,3.6,6.11,113.7,22.6,62,10.7
2024-09-18,Los Angeles,USA,223,194.3,15.9,97.5,12.8,5.55,38.5,37.8,67,9.0
2024-09-18,Delhi,India,215,113.8,88.7,97.8,28.2,2.22,51.7,30.2,67,8.6
2024-09-18,Paris,France,266,80.4,206.5,59.1,48.9,8.66,137.7,0.4,49,12.8
2024-09-18,São Paulo,Brazil,173,37.9,142.2,5.4,16.8,5.56,37.1,34.8,59,14.8
2024-09-18,Cairo,Egypt,52,185.4,255.0,39.9,21.1,3.87,45.1,-3.4,36,12.4
2024-09-19,New York,USA,73,135.3,30.8,42.4,25.1,3.35,109.7,-4.7,69,5.3
2024-09-19,Los Angeles,USA,54,40.2,271.2,24.4,21.4,0.41,34.7,39.7,22,4.0
2024-09-19,Delhi,India,298,39.6,69.1,87.9,37.1,3.42,80.3,37.2,75,10.1
2024-09-19,Paris,France,51,181.2,117.5,17.1,35.6,8.92,141.1,12.1,26,14.1
2024-09-19,São Paulo,Brazil,171,72.7,218.0,47.7,16.4,1.23,47.9,39.7,30,7.3
2024-09-19,Cairo,Egypt,193,122.7,110.5,86.8,36.1,2.75,58.3,25.5,61,11.9
2024-09-20,New York,USA,62,150.3,226.6,94.5,22.6,3.51,123.6,9.8,45,4.8
2024-09-20,Los Angeles,USA,187,230.4,105.7,26.2,31.4,4.81,187.7,11.9,54,12.9
2024-09-20,Delhi,India,178,26.9,125.3,48.6,6.3,1.12,145.0,35.9,69,8.2
2024-09-20,Paris,France,218,68.1,41.1,23.0,8.6,8.73,178.5,39.2,75,8.6
2024-09-20,São Paulo,Brazil,57,238.3,255.9,77.3,44.3,0.39,159.0,-9.6,38,13.6
2024-09-20,Cairo,Egypt,31,144.1,32.2,34.4,11.9,1.49,162.3,20.8,28,2.2
2024-09-21,New York,USA,244,168.3,201.0,91.1,20.3,9.98,61.4,39.2,52,9.6
2024-09-21,Los Angeles,USA,150,90.7,280.2,96.2,41.8,2.24,120.6,37.9,36,13.6
2024-09-21,Delhi,India,136,194.2,266.1,18.0,29.3,0.44,152.3,30.5,25,14.2
2024-09-21,Paris,France,64,124.1,213.1,87.7,48.5,7.26,194.2,3.1,10,2.8
2024-09-21,São Paulo,Brazil,40,231.5,262.0,27.8,19.2,4.32,179.8,36.7,51,3.8
2024-09-21,Cairo,Egypt,252,144.7,187.1,79.6,26.9,7.0,195.5,27.5,34,9.2
2024-09-22,New York,USA,110,186.8,45.1,99.1,9.5,6.79,52.9,-3.1,55,8.8
2024-09-22,Los Angeles,USA,175,164.2,285.0,30.6,42.2,9.73,53.3,17.8,34,5.2
2024-09-22,Delhi,India,226,129.8,96.1,76.0,3.6,0.12,94.0,-9.7,84,11.0
2024-09-22,Paris,France,271,188.0,253.6,8.8,30.6,4.6,122.3,-7.3,38,10.7
2024-09-22,São Paulo,Brazil,172,232.3,236.7,83.2,44.8,3.53,144.8,29.3,15,14.2
2024-09-22,Cairo,Egypt,148,50.5,249.2,15.3,30.5,2.14,153.4,-2.3,38,9.2
2024-09-23,New York,USA,253,103.5,64.8,57.7,18.0,7.63,68.5,30.4,47,3.9
2024-09-23,Los Angeles,USA,117,35.2,71.6,20.1,5.2,2.21,45.1,10.2,10,8.5
2024-09-23,Delhi,India,150,205.7,89.4,17.0,33.2,1.77,29.6,38.5,38,9.1
2024-09-23,Paris,France,33,30.0,112.8,74.8,5.7,0.95,116.4,19.0,86,7.7
2024-09-23,São Paulo,Brazil,189,81.9,80.5,17.3,20.2,1.11,92.4,-2.9,80,13.1
2024-09-23,Cairo,Egypt,153,151.0,243.9,57.7,22.1,5.2,142.4,5.6,12,7.7
2024-09-24,New York,USA,218,181.3,126.0,34.1,11.2,7.6,55.0,-8.3,71,12.9
2024-09-24,Los Angeles,USA,284,7.1,150.3,92.6,23.7,4.6,39.0,-0.1,55,14.7
2024-09-24,Delhi,India,209,56.5,159.0,58.4,7.3,1.07,179.9,-9.2,45,3.4
2024-09-24,Paris,France,107,229.9,32.6,33.1,47.4,7.12,84.4,35.9,25,7.9
2024-09-24,São Paulo,Brazil,73,128.4,117.6,22.7,36.7,5.97,102.9,3.5,37,2.0
2024-09-24,Cairo,Egypt,60,77.3,203.0,5.5,31.0,3.96,117.1,36.7,72,10.7
2024-09-25,New York,USA,33,74.2,285.0,30.8,28.1,0.6,123.0,28.6,41,13.5
2024-09-25,Los Angeles,USA,152,25.5,271.0,20.6,25.4,0.3,22.7,35.3,19,13.1
2024-09-25,Delhi,India,223,50.9,152.5,73.2,33.0,4.63,59.0,21.1,36,14.4
2024-09-25,Paris,France,52,16.4,88.7,100.0,31.7,4.02,167.9,23.5,46,7.4
